resolution	date	title	session	agendaItem	content	keywords
E/RES/2020/4	12 June 2020	Further Revised Working Arrangements For The 2020 Session Of The Economic And Social Council And Sessions Of Its Subsidiary Bodies	2020	Economic and Social Council	(v) Remaining meetings of the management segment (Tuesday, 21 July, and Wednesday, 22 July 2020);	[]
E/RES/2020/4	12 June 2020	Further Revised Working Arrangements For The 2020 Session Of The Economic And Social Council And Sessions Of Its Subsidiary Bodies	2020	Economic and Social Council	(vi) Organizational session regarding the programme of work of the Council from July 2020 to July 2021 (Thursday, 23 July 2020);	[]
E/RES/2020/4	12 June 2020	Further Revised Working Arrangements For The 2020 Session Of The Economic And Social Council And Sessions Of Its Subsidiary Bodies	2020	Economic and Social Council	(d) The youth forum will be deferred to the 2021 session of the Council;[footnoteRef:1] [1: Subject to the decision of the Council on the working arrangements for its 2021 session.] 	[]
E/RES/2020/4	12 June 2020	Further Revised Working Arrangements For The 2020 Session Of The Economic And Social Council And Sessions Of Its Subsidiary Bodies	2020	Economic and Social Council	2. Also decides, following consultations with the Chairs of the bodies concerned, to adjust the working arrangements for subsidiary bodies of the Council meeting in New York, as follows:	[]
E/RES/2020/4	12 June 2020	Further Revised Working Arrangements For The 2020 Session Of The Economic And Social Council And Sessions Of Its Subsidiary Bodies	2020	Economic and Social Council	(a) Should conditions allow for the convening of in-person meetings at United Nations Headquarters, and taking into account the availability of conference services, short procedural meetings of the Commission on the Status of Women and the Commission on Population and Development will be held on a date to be decided, before 21 July 2020, in order to adopt procedural and other decisions; should the convening of in-person meetings not be possible, these bodies may consider holding informal meetings using a virtual platform and should consider proposals for adoption through a silence procedure pursuant to Council decision 2020/206;	[]
E/RES/2020/4	12 June 2020	Further Revised Working Arrangements For The 2020 Session Of The Economic And Social Council And Sessions Of Its Subsidiary Bodies	2020	Economic and Social Council	(b) The United Nations Forum on Forests will not hold a meeting of its fifteenth session during the 2020 session of the Council and will consider proposals through a silence procedure pursuant to Council decision 2020/206;	[]
E/RES/2020/4	12 June 2020	Further Revised Working Arrangements For The 2020 Session Of The Economic And Social Council And Sessions Of Its Subsidiary Bodies	2020	Economic and Social Council	(c) Following consultations with the Chairs of the bodies concerned, the meetings of these subsidiary bodies of the Council will be held as follows: 	[]
E/RES/2020/4	12 June 2020	Further Revised Working Arrangements For The 2020 Session Of The Economic And Social Council And Sessions Of Its Subsidiary Bodies	2020	Economic and Social Council	(i) The Committee of Experts on International Cooperation in Tax Matters will hold informal meetings in June and July 2020 using a virtual platform and will take decisions remotely through a procedure to be agreed by the Committee;	[]
E/RES/2020/4	12 June 2020	Further Revised Working Arrangements For The 2020 Session Of The Economic And Social Council And Sessions Of Its Subsidiary Bodies	2020	Economic and Social Council	(ii) Should conditions allow for the convening of in-person meetings at United Nations Headquarters, and taking into account the availability of conference services, the Committee on Non-Governmental Organizations will, on an exceptional basis, hold its 2020 resumed session in August 2020, during the 2021 session of the Council;	[]
E/RES/2020/4	12 June 2020	Further Revised Working Arrangements For The 2020 Session Of The Economic And Social Council And Sessions Of Its Subsidiary Bodies	2020	Economic and Social Council	3. Decides to keep the present working arrangements under review.	[]
E/RES/2020/4	12 June 2020	Further Revised Working Arrangements For The 2020 Session Of The Economic And Social Council And Sessions Of Its Subsidiary Bodies	2020	Economic and Social Council	4 June 2020 	[]
E/RES/2020/5	23 June 2020	Strengthening Coordination Of The Statistical Programmes In The United Nations System :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Recognizing the importance of reliable statistical information for monitoring progress towards the achievement of the 2030 Agenda for Sustainable Development,[footnoteRef:1] [1: General Assembly resolution 70/1.] 	['information']
E/RES/2020/5	23 June 2020	Strengthening Coordination Of The Statistical Programmes In The United Nations System :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Recalling that, in its resolution 71/313 of 6 July 2017, the General Assembly urged that communication and coordination among international organizations be enhanced in order to avoid duplicate reports, ensure consistency of data and reduce response burdens on countries, and urged international organizations to provide the methodologies used to harmonize country data for international comparability and produce estimates through transparent mechanisms,	[]
E/RES/2020/5	23 June 2020	Strengthening Coordination Of The Statistical Programmes In The United Nations System :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Recalling also that, in the same resolution, Member States urged United Nations funds and programmes, the specialized agencies and the Secretariat, including the regional commissions, to intensify their support for strengthening data collection and statistical capacity-building in a coordinated manner,	[]
E/RES/2020/5	23 June 2020	Strengthening Coordination Of The Statistical Programmes In The United Nations System :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Recalling further General Assembly resolution 68/261 of 29 January 2014, in which the Assembly endorsed the Fundamental Principles of Official Statistics and stressed that bilateral and multilateral cooperation in statistics contributed to the improvement of systems of official statistics in all countries,	[]
E/RES/2020/5	23 June 2020	Strengthening Coordination Of The Statistical Programmes In The United Nations System :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Recognizing that the United Nations statistical system has grown significantly, reflecting the increasing complexity of the development phenomena with which the United Nations is concerned and demonstrating that solid and high-quality statistical information is an indispensable prerequisite for global and sustainable development,	['information']
